"Country.Name","Country.Code","Indicator.Name","Indicator.Code","X2016"
"Greenland","GRL","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Greenland","GRL","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Greenland","GRL","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Greenland","GRL","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Grenada","GRD","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",96.58
"Grenada","GRD","Access to electricity (% of population)","EG.ELC.ACCS.ZS",92.344367980957
"Grenada","GRD","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",92.344367980957
"Grenada","GRD","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",92.344367980957
"Grenada","GRD","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Grenada","GRD","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Grenada","GRD","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Grenada","GRD","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Grenada","GRD","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Guam","GUM","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",NA
"Guam","GUM","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Guam","GUM","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Guam","GUM","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Guam","GUM","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Guam","GUM","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Guam","GUM","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Guam","GUM","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Guam","GUM","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Guatemala","GTM","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",45.23
"Guatemala","GTM","Access to electricity (% of population)","EG.ELC.ACCS.ZS",91.7792282104492
"Guatemala","GTM","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",86.363775519219
"Guatemala","GTM","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",96.772102355957
"Guatemala","GTM","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Guatemala","GTM","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Guatemala","GTM","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Guatemala","GTM","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Guatemala","GTM","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Guinea","GIN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",1.24
"Guinea","GIN","Access to electricity (% of population)","EG.ELC.ACCS.ZS",33.5
"Guinea","GIN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",6.9
"Guinea","GIN","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",82.2
"Guinea","GIN","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Guinea","GIN","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Guinea","GIN","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Guinea","GIN","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Guinea","GIN","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Guinea-Bissau","GNB","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",1.52
"Guinea-Bissau","GNB","Access to electricity (% of population)","EG.ELC.ACCS.ZS",14.6557903289795
"Guinea-Bissau","GNB","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",NA
"Guinea-Bissau","GNB","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",29.7726955413818
"Guinea-Bissau","GNB","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Guinea-Bissau","GNB","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Guinea-Bissau","GNB","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Guinea-Bissau","GNB","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Guinea-Bissau","GNB","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Guyana","GUY","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",74.48
"Guyana","GUY","Access to electricity (% of population)","EG.ELC.ACCS.ZS",84.2429046630859
"Guyana","GUY","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",81.8613599498453
"Guyana","GUY","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",90.1707305908203
"Guyana","GUY","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Guyana","GUY","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Guyana","GUY","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Guyana","GUY","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Guyana","GUY","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Haiti","HTI","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",4.34
"Haiti","HTI","Access to electricity (% of population)","EG.ELC.ACCS.ZS",38.6901664733887
"Haiti","HTI","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",NA
"Haiti","HTI","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",65.3634872436523
"Haiti","HTI","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Haiti","HTI","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Haiti","HTI","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Haiti","HTI","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Haiti","HTI","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Honduras","HND","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",53.1
"Honduras","HND","Access to electricity (% of population)","EG.ELC.ACCS.ZS",87.5766296386719
"Honduras","HND","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",72.1978981788138
"Honduras","HND","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Honduras","HND","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Honduras","HND","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Honduras","HND","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Honduras","HND","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Honduras","HND","GINI index (World Bank estimate)","SI.POV.GINI",50
"Hong Kong SAR, China","HKG","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",NA
"Hong Kong SAR, China","HKG","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Hong Kong SAR, China","HKG","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",NA
"Hong Kong SAR, China","HKG","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Hong Kong SAR, China","HKG","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Hong Kong SAR, China","HKG","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Hong Kong SAR, China","HKG","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Hong Kong SAR, China","HKG","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Hong Kong SAR, China","HKG","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Hungary","HUN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",100
"Hungary","HUN","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Hungary","HUN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Hungary","HUN","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Hungary","HUN","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Hungary","HUN","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Hungary","HUN","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Hungary","HUN","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Hungary","HUN","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Iceland","ISL","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",100
"Iceland","ISL","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Iceland","ISL","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Iceland","ISL","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Iceland","ISL","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Iceland","ISL","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Iceland","ISL","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Iceland","ISL","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Iceland","ISL","GINI index (World Bank estimate)","SI.POV.GINI",NA
"India","IND","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",41.04
"India","IND","Access to electricity (% of population)","EG.ELC.ACCS.ZS",84.5268173217773
"India","IND","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",77.6286901645437
"India","IND","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",98.4463119506836
"India","IND","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"India","IND","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"India","IND","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"India","IND","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"India","IND","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Indonesia","IDN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",58.37
"Indonesia","IDN","Access to electricity (% of population)","EG.ELC.ACCS.ZS",97.62
"Indonesia","IDN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",94.7731365689459
"Indonesia","IDN","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Indonesia","IDN","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Indonesia","IDN","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Indonesia","IDN","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Indonesia","IDN","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Indonesia","IDN","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Iran, Islamic Rep.","IRN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",98.49
"Iran, Islamic Rep.","IRN","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Iran, Islamic Rep.","IRN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Iran, Islamic Rep.","IRN","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Iran, Islamic Rep.","IRN","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Iran, Islamic Rep.","IRN","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Iran, Islamic Rep.","IRN","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Iran, Islamic Rep.","IRN","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Iran, Islamic Rep.","IRN","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Iraq","IRQ","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",97.63
"Iraq","IRQ","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Iraq","IRQ","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Iraq","IRQ","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Iraq","IRQ","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Iraq","IRQ","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Iraq","IRQ","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Iraq","IRQ","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Iraq","IRQ","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Ireland","IRL","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",100
"Ireland","IRL","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Ireland","IRL","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Ireland","IRL","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Ireland","IRL","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Ireland","IRL","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Ireland","IRL","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Ireland","IRL","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Ireland","IRL","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Isle of Man","IMN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",NA
"Isle of Man","IMN","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Isle of Man","IMN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Isle of Man","IMN","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Isle of Man","IMN","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Isle of Man","IMN","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Isle of Man","IMN","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Isle of Man","IMN","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Isle of Man","IMN","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Israel","ISR","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",100
"Israel","ISR","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Israel","ISR","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Israel","ISR","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Israel","ISR","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Israel","ISR","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Israel","ISR","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Israel","ISR","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Israel","ISR","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Italy","ITA","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",100
"Italy","ITA","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Italy","ITA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Italy","ITA","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Italy","ITA","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Italy","ITA","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Italy","ITA","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Italy","ITA","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Italy","ITA","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Jamaica","JAM","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",90.5
"Jamaica","JAM","Access to electricity (% of population)","EG.ELC.ACCS.ZS",98.2042694091797
"Jamaica","JAM","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",96.0068244010101
"Jamaica","JAM","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Jamaica","JAM","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Jamaica","JAM","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Jamaica","JAM","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Jamaica","JAM","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Jamaica","JAM","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Japan","JPN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",100
"Japan","JPN","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Japan","JPN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Japan","JPN","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Japan","JPN","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Japan","JPN","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Japan","JPN","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Japan","JPN","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Japan","JPN","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Jordan","JOR","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",99.06
"Jordan","JOR","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Jordan","JOR","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Jordan","JOR","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",99.9935607910156
"Jordan","JOR","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Jordan","JOR","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Jordan","JOR","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Jordan","JOR","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Jordan","JOR","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Kazakhstan","KAZ","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",95.34
"Kazakhstan","KAZ","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Kazakhstan","KAZ","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Kazakhstan","KAZ","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Kazakhstan","KAZ","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Kazakhstan","KAZ","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Kazakhstan","KAZ","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Kazakhstan","KAZ","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Kazakhstan","KAZ","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Kenya","KEN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",13.42
"Kenya","KEN","Access to electricity (% of population)","EG.ELC.ACCS.ZS",56
"Kenya","KEN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",39.3
"Kenya","KEN","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",77.6
"Kenya","KEN","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Kenya","KEN","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Kenya","KEN","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Kenya","KEN","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Kenya","KEN","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Kiribati","KIR","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",5.52
"Kiribati","KIR","Access to electricity (% of population)","EG.ELC.ACCS.ZS",84.9362716674805
"Kiribati","KIR","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",82.20165826841
"Kiribati","KIR","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",88.3542022705078
"Kiribati","KIR","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Kiribati","KIR","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Kiribati","KIR","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Kiribati","KIR","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Kiribati","KIR","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Korea, Dem. People’s Rep.","PRK","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",10.8
"Korea, Dem. People’s Rep.","PRK","Access to electricity (% of population)","EG.ELC.ACCS.ZS",39.2442245483398
"Korea, Dem. People’s Rep.","PRK","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",39.2442245483398
"Korea, Dem. People’s Rep.","PRK","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",39.2442245483398
"Korea, Dem. People’s Rep.","PRK","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Korea, Dem. People’s Rep.","PRK","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Korea, Dem. People’s Rep.","PRK","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Korea, Dem. People’s Rep.","PRK","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Korea, Dem. People’s Rep.","PRK","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Korea, Rep.","KOR","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",96.68
"Korea, Rep.","KOR","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Korea, Rep.","KOR","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Korea, Rep.","KOR","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Korea, Rep.","KOR","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Korea, Rep.","KOR","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Korea, Rep.","KOR","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Korea, Rep.","KOR","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Korea, Rep.","KOR","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Kosovo","XKX","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",NA
"Kosovo","XKX","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Kosovo","XKX","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",NA
"Kosovo","XKX","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Kosovo","XKX","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Kosovo","XKX","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Kosovo","XKX","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Kosovo","XKX","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Kosovo","XKX","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Kuwait","KWT","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",100
"Kuwait","KWT","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Kuwait","KWT","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Kuwait","KWT","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
